Unnamed: 0,Model,Price,Generation,Core,Ram,SSD,Display,Graphics,CPU_Score,RAM_Score,GPU_Score,Storage_Score,Performance_Score,Hidden_Gem_Ratio
816,MSI THIN GF63 11UC-1474IN GAMING LAPTOP (11TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11 HOME/ 4GB GRAPH),51990.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050 ,2.0,3.2,1.44,0.1,6.74,0.1296
817,DELL XPS 17 9730 LAPTOP (13TH GEN CORE I7/ 32GB/ 1TB SSD/ WIN11/ 8GB GRAPH),303490.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,"17 inches, 3840 x 2400 pixels, Touch Screen",8 GB NVIDIA GeForce RTX 4060,2.0,6.4,2.4,0.1,10.9,0.0359
818,DELL XPS 13 PLUS 9320 2023 LAPTOP (13TH GEN CORE I7/ 32GB/ 1TB SSD/ WIN11),202490.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",32 GB LPDDR5 RAM,1 TB SSD,"13.4 inches, 3840 x 2400 pixels, Touch Screen",Intel Iris Xe Graphics,2.0,6.4,1.2,0.1,9.7,0.0479
819,MSI PRESTIGE 13 EVO A12M-085IN LAPTOP (12TH GEN CORE I5/ 8GB/ 512GB SSD/WIN11 HOME),77990.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8 GB LPDDR5 RAM,512 GB SSD,"13.3 inches, 1920 x 1200 pixels",Intel Integrated Iris Xe,2.0,1.6,1.2,0.1,4.9,0.0628
820,DELL XPS 9530 2023 LAPTOP (13TH GEN CORE I7/ 32GB/ 1TB SSD/ WIN11/ 6GB GRAPH),249990.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,"15.6 inches, 3456 x 2160 pixels, Touch Screen",6 GB NVIDIA RTX 4050,2.0,6.4,1.8,0.1,10.3,0.0412
821,MSI MODERN 14 C12M-671IN LAPTOP (12TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN11 HOME),50990.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Integrated Iris Xe,2.0,3.2,1.2,0.1,6.5,0.1275
822,LENOVO LEGION SLIM 7I 2023 GAMING LAPTOP (13TH GEN CORE I5/ 16GB/ 1TB SSD/ WIN11 HOME/ 8GB GRAPH),157544.0,13th Gen Intel Core i5 13500H ,"12 Cores (4P + 8E), 16 Threads",16 GB DDR5 RAM,1 TB SSD,"16 inches, 3200 x 2000 pixels",8 GB NVIDIA Geforce RTX 4060,2.0,3.2,2.4,0.1,7.7,0.0489
823,LENOVO LEGION PRO 7I 2023 GAMING LAPTOP (13TH GEN CORE I9/ 32GB/ 1TB SSD/ WIN11 HOME/ 12GB GRAPH),286200.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32 GB DDR5 RAM,1 TB SSD,"16 inches, 2560 x 1600 pixels",12 GB NVIDIA Geforce RTX 4080,2.0,6.4,4.68,0.1,13.18,0.0461
824,LENOVO THINKPAD E14 G4 21E3006UIG LAPTOP (12TH GEN CORE I5/ 8GB/ 512GB SSD/ DOS),64390.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,2.0,1.6,1.2,0.1,4.9,0.0761
825,LENOVO THINKPAD E14 G4 21E3S02M00 LAPTOP (12TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN11 PRO),124000.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,2.0,3.2,1.2,0.1,6.5,0.0524
826,LENOVO LEGION PRO 5 82WM00B5IN 2023 GAMING LAPTOP (AMD RYZEN 7 7745HX/ 16GB/ 1TB SSD/ WIN11 HOME/ 8GB GRAPH),142190.0,7th Gen AMD Ryzen 7 7745HX,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,"16 inches, 2560 x 1600 pixels",8 GB NVIDIA Geforce RTX 4060,6.8,3.2,2.4,0.1,12.5,0.0879
827,LENOVO V15 G3 IAP 82TTA00UIH LAPTOP (12TH GEN CORE I3/ 8GB/ 512GB SSD/ DOS),32500.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated UHD,2.0,1.6,1.2,0.1,4.9,0.1508
828,LG GRAM 17 2023 17Z90R-G.CH77A2 LAPTOP (13TH GEN CORE I7/ 16GB/ 1TB SSD/ WIN11/ 4GB GRAPHIC),146990.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,1 TB SSD,"17 inches, 1600 x 2560 pixels",4 GB Nvidia RTX 3050,2.0,3.2,1.44,0.1,6.74,0.0459
829,LG GRAM 14 2023 14Z90R LAPTOP (13TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11),127000.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",8 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1200 x 1920 pixels, Touch Screen",Intel Iris Xe Graphics,2.0,1.6,1.2,0.1,4.9,0.0386
830,LG ULTRAPC 16 16U70R-G.AH76A2 LAPTOP (AMD RYZEN7-7730U/ 16GB/ 512GB SSD/ WIN11),89799.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels, Touch Screen",AMD Radeon 7 Graphics,6.8,3.2,1.2,0.1,11.3,0.1258
831,DELL INSPIRON 3525 D560927WIN9S LAPTOP (AMD RYZEN 5-5500U/ 8GB/ 512GB SSD/ WIN11),38999.0,5th Gen AMD Ryzen 5  5500u,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon,5.2,1.6,1.2,0.1,8.1,0.2077
832,AXL VAYU BOOK LAP02 LAPTOP (CELERON N4020/ 4GB/ 256GB SSD / WIN11 HOME),15990.0,Intel Celeron  N4020,"Dual Core, 2 Threads",4 GB DDR4 RAM,256 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated UHD Graphics,4.0,0.8,1.2,0.1,6.1,0.3815
833,AXL VAYU BOOK LAP01 LAPTOP (CELERON N4020/ 4GB/ 128GB SSD / WIN11 HOME),12990.0,Intel Celeron  N4020,"Dual Core, 2 Threads",4 GB DDR4 RAM,128 GB SSD,"14.1 inches, 1920 x 1080 pixels",Intel Integrated UHD Graphics,4.0,0.8,1.2,0.1,6.1,0.4696
834,MSI MODERN 14 C12M-444IN LAPTOP (12TH GEN CORE I3/ 16GB/ 512GB SSD/ WIN11 HOME),34990.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Integrated UHD,2.0,3.2,1.2,0.1,6.5,0.1858
835,MSI MODERN 14 C7M-218IN LAPTOP (RYZEN 7 7730U/ 16GB/ 512GB SSD/ WIN11),52990.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",AMD Radeon AMD,6.8,3.2,1.2,0.1,11.3,0.2132
836,LENOVO S14 82TW0019IH LAPTOP (12TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11 HOME),45490.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Integrated Intel UHD Graphics,2.0,1.6,1.2,0.1,4.9,0.1077
837,ASUS VIVOBOOK 14X 90NB11H2-M004D0 LAPTOP (12TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11/4 GB GRAPHICS),64990.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",4 GB NVIDIA GeForce RTX 2050,2.0,3.2,1.2,0.1,6.5,0.1
838,HP PAVILION 15-EH3101AU LAPTOP (AMD RYZEN 7-7730U/ 16GB/ 512GB SSD/ WIN11 HOME),58800.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon Vega 8 Graphics,6.8,3.2,1.2,0.1,11.3,0.1922
839,LENOVO V15 G2 ALC 82KDA01YIH LAPTOP (AMD RYZEN 5 5500U/ 8GB/ 512GB SSD/ DOS),33990.0,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon AMD,5.2,1.6,1.2,0.1,8.1,0.2383
840,ASUS VIVOBOOK PRO 15 M6500QF-HN741WS  LAPTOP (RYZEN 7 5800H/ 16GB/ 512GB SSD/ WIN11/ 4GB GRAPH),62990.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,5.2,3.2,1.2,0.1,9.7,0.154
841,ASUS VIVOBOOK PRO 15 M6500QF-HN521WS LAPTOP (RYZEN 5 5600HS/ 8GB/ 512GB SSD/ WIN11/ 4GB GRAPH),49990.0,5th Gen AMD Ryzen 5 5600HS,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,5.2,1.6,1.2,0.1,8.1,0.162
842,HP VICTUS 16 16-D0309TX LAPTOP (11TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11 HOME/ 4GB GRAPH),56999.0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"16.1 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce GTX 1650 ,2.0,1.6,1.2,0.1,4.9,0.086
843,LENOVO V15 G4 82YU00W6IN LAPTOP (AMD RYZEN 3 7320U/ 8GB/ 512GB SSD/ DOS),27490.0,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon Graphics,6.8,1.6,1.2,0.1,9.7,0.3529
844,ASUS VIVOBOOK 14 X415EA-EK326WS NOTEBOOK (11TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11 HOME),31990.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Integrated Intel UHD,2.0,1.6,1.2,0.1,4.9,0.1532
845,ACER ASPIRE 7 A715-76G UN.QMESI.004 GAMING LAPTOP (12TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11 HOME/ 4GB GRAPH),54189.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce GTX 1650,2.0,3.2,1.2,0.1,6.5,0.12
846,DELL ALIENWARE X14 R2 GAMING LAPTOP (13TH GEN CORE I7/ 16GB/ 1TB SSD/ WIN 11/ 6GB GRAPH),199990.0,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB LPDDR5 RAM,1 TB SSD,"14 inches, 2560 x 1600 pixels",6 GB NVIDIA GEFORCE RTX 4050,2.0,3.2,1.8,0.1,7.1,0.0355
847,ASUS VIVOBOOK 15 X515EA-EJ328WS LAPTOP (11TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11),35083.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated Integrated,2.0,1.6,1.2,0.1,4.9,0.1397
848,DELL VOSTRO 5630 LAPTOP (13TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN11),95590.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Windows 11  OS,"16 inches, 1920 x 1080 pixels",2.0,3.2,1.2,0.1,6.5,0.068
849,LENOVO V15 G3 IAP LAPTOP (12TH GEN CORE I3/ 8GB/ 512GB SSD/WIN11),33990.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated UHD,2.0,1.6,1.2,0.1,4.9,0.1442
850,LENOVO THINKPAD E14 20TA00J2IG LAPTOP (11TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11 PRO),65000.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,2.0,3.2,1.2,0.1,6.5,0.1
851,LENOVO V14 G3 IAP LAPTOP (12TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11),45990.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Integrated UHD,2.0,1.6,1.2,0.1,4.9,0.1065
852,LENOVO V14 G3 IAP LAPTOP (12TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11),32490.0,12th Gen Intel Core i3 1215U ,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Integrated UHD,2.0,1.6,1.2,0.1,4.9,0.1508
853,LENOVO V15 G3 LAPTOP (12TH GEN CORE I5/ 8GB/ 512GB SSD/WIN11),45900.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated UHD,2.0,1.6,1.2,0.1,4.9,0.1068
854,LENOVO V15 G3 ‎‎82C7007SGE LAPTOP (AMD RYZEN 3 7320U/ 8GB/ 512GB SSD/ WIN11 HOME),27130.0,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon Graphics,6.8,1.6,1.2,0.1,9.7,0.3575
855,LENOVO IDEAPAD SLIM 3 82H803B6IN LAPTOP (11TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN11),56900.0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Integrated Intel Iris Xe Graphics,2.0,3.2,1.2,0.1,6.5,0.1142
856,DELL INSPIRON 5630 2023 LAPTOP (13TH GEN CORE I5 1335U/ 16GB/ 512GB SSD/ WIN11),79990.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5  RAM,512 GB SSD,"16 inches, 2560 x 1600 pixels",Intel Iris Xe Graphics,2.0,3.2,1.2,0.1,6.5,0.0813
857,HP 15S-EY1509AU LAPTOP (AMD ATHLON SILVER 3050U/ 8GB/ 512GB SSD/ WIN11),27490.0,3rd Gen AMD Athlon 3050U,"Dual Core, 2 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1366 x 768 pixels",AMD Radeon AMD,3.6,1.6,1.2,0.1,6.5,0.2364
858,DELL 2023 ‎G16-7630 GAMING LAPTOP (13TH GEN CORE I7/ 32GB/ 1TB SSD/ WIN11/ 8GB GRAPH),166490.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),32 GB DDR5 RAM,1 TB SSD,"16 inches, 2560 x 1600 pixels",8 GB NVIDIA GeForce RTX 4060,2.0,6.4,2.4,0.1,10.9,0.0655
859,DELL ‎G16-7630 2023 GAMING LAPTOP (13TH GEN CORE I7/ 16GB/ 1TB SSD/ WIN11/ 8GB GRAPH),139990.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16 GB DDR5 RAM,1 TB SSD,"16 inches, 2560 x 1600 pixels",8 GB NVIDIA GeForce RTX 4060,2.0,3.2,2.4,0.1,7.7,0.055
860,DELL INSPIRON 3530 LAPTOP (13TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11 HOME),57990.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated UHD,2.0,1.6,1.2,0.1,4.9,0.0845
861,HP VICTUS 16-D0302TX GAMING LAPTOP (11TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11/ 4GB GRAPH),55999.0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"16.1 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce GTX 1650,2.0,1.6,1.2,0.1,4.9,0.0875
862,MSI STEALTH 17 STUDIO A13VG-024IN GAMING LAPTOP (13TH GEN CORE I7/ 32GB/ 2TB SSD/ WIN11 HOME/ 8GB GRAPH),210990.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,2 TB SSD,"17.3 inches, 2560 x 1440 pixels",8 GB NVIDIA GeForce RTX 4070,2.0,6.4,3.12,0.1,11.62,0.0551
863,DELL INSPIRON 7430 IC7430FD64T001ORS1 LAPTOP (13TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN11),99950.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels, Touch Screen",Intel Iris Xe Graphics,2.0,3.2,1.2,0.1,6.5,0.065
864,HP OMEN 17-CM2003TX GAMING LAPTOP (13TH GEN CORE I7/ 16GB/ 1TB SSD/ WIN11 HOME/ 8GB GRAPH),156990.0,13th Gen Intel Core i7 13700HX ,"16 Cores (8P + 8E), 24 Threads",16 GB DDR5 RAM,1 TB SSD,"17.3 inches, 2560 x 1440 pixels",8 GB NVIDIA GeForce RTX 4060,2.0,3.2,2.4,0.1,7.7,0.049
865,DELL INSPIRON 7430 IC7430VVR8C001ORS1 LAPTOP (13TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11),80490.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels, Touch Screen",Intel Iris Xe Graphics,2.0,3.2,1.2,0.1,6.5,0.0808
866,HP 14S-DR3003TU 832T7PA LAPTOP (PENTIUM SILVER N6000/ 8GB/ 512GB SSD/ WIN11 HOME),26990.0,Intel Pentium Silver N6000,"Quad Core, 4 Threads",8 GB DDR4  RAM,512 GB SSD,"14 inches, 1366 x 768 pixels",Intel UHD Graphics,5.2,1.6,1.2,0.1,8.1,0.3001
867,APPLE MACBOOK AIR 15 2023 LAPTOP (APPLE M2/ 8GB/ 512GB SSD/ MACOS),131590.0,Apple M2,Octa Core (4P + 4E),8 GB DDR4 RAM,512 GB SSD,"15.3 inches, 2880 x 1864 pixels",10-Core GPU,0.8,1.6,1.2,0.1,3.7,0.0281
868,DELL INSPIRON 15 3530 LAPTOP (13TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11 HOME),40990.0,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated UHD,2.0,1.6,1.2,0.1,4.9,0.1195
869,LENOVO LEGION 5 PRO 2023 GAMING LAPTOP (13TH GEN CORE I7/ 32GB/ 1TB SSD/ WIN11/ 16GB GRAPH),172990.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,"16 inches, 2560 x 1600 pixels",16 GB NVIDIA GeForce RTX 4090,2.0,6.4,4.8,0.1,13.3,0.0769
870,INFINIX INBOOK X2 SLIM SERIES XL23 LAPTOP (11TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN 11 HOME),34990.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4X RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Integrated Iris Xe,2.0,3.2,1.2,0.1,6.5,0.1858
871,ASUS EEEBOOK 15 E510MA-EJ021WS LAPTOP (INTEL CELERON N4020/ 8GB/ 512GB SSD/ WIN11 HOME),27990.0,Intel Celeron N4020,"Dual Core, 2 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Integrated,4.0,1.6,1.2,0.1,6.9,0.2465
872,DELL INSPIRON 3520 D560872WIN9S LAPTOP (12TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11),52000.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics,2.0,3.2,1.2,0.1,6.5,0.125
873,DELL INSPIRON 5430 IN54304D6P9M01ORS1 LAPTOP (13TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN11),88990.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5  RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,2.0,3.2,1.2,0.1,6.5,0.073
874,DELL INSPIRON 5430 IN54308TR2G001ORS1 LAPTOP (13TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11),67890.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5  RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,2.0,3.2,1.2,0.1,6.5,0.0957
875,DELL INSPIRON 5430 IN5430YXVW9M01ORS1 LAPTOP (13TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11),59290.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8 GB LPDDR5  RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,2.0,1.6,1.2,0.1,4.9,0.0826
876,ASUS VIVOBOOK 15 X515EA-EJ542WS LAPTOP (11TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11),44999.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated Iris Xe,2.0,3.2,1.2,0.1,6.5,0.1444
877,DELL INSPIRON 3530 IN3530NM1NN001ORS1 LAPTOP (13TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11 HOME),63220.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated UHD,2.0,1.6,1.2,0.1,4.9,0.0775
878,ACER ONE 14 Z8-415 LAPTOP (11TH GEN CORE I3 / 8GB/ 512GB SSD/ WIN11 HOME),34880.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",‎Intel Iris Xe Graphics,2.0,1.6,1.2,0.1,4.9,0.1405
879,MSI CREATOR Z17 HX STUDIO A13V LAPTOP,247999.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,"17 inches, 2560 x 1600 pixels",8 GB NVIDIA GeForce RTX 4070,2.0,6.4,3.12,0.1,11.62,0.0469
880,DELL INSPIRON 7630 IC7630GHHRH001ORS1 2 IN 1 LAPTOP (13TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11 HOME),94490.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8 GB LPDDR5 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels, Touch Screen",Intel Iris Xe Graphics,2.0,1.6,1.2,0.1,4.9,0.0519
881,HP VICTUS 15-FB0131AX GAMING LAPTOP (AMD RYZEN 5 5600H/ 8GB/ 512GB SSD/ WIN11/ 4GB GRAPH),58800.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB AMD Radeon RX 5600M ,5.2,1.6,1.2,0.1,8.1,0.1378
882,ASUS VIVOBOOK 16 2023 M1605YA-MB521WS LAPTOP (RYZEN 5 7530U / 8GB/ 512GB SSD/ WIN11 HOME),47990.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",AMD Radeon AMD,6.8,1.6,1.2,0.1,9.7,0.2021
883,HP VICTUS 15-FB0133AX GAMING LAPTOP (AMD RYZEN 5 5600H/ 16GB/ 512GB SSD/ WIN11/ 4GB GRAPH),62687.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB AMD Radeon RX 5600M ,5.2,3.2,1.2,0.1,9.7,0.1547
884,MSI STEALTH 16 MERCEDES AMG MOTORSPORT A13V GAMING LAPTOP (13TH GEN CORE I9/ 32GB/ 1TB SSD/ WIN11 HOME/ 8GB GRAPH),292990.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,"16 inches, 3840 x 2400 pixels",8 GB NVIDIA GeForce RTX 4070,2.0,6.4,3.12,0.1,11.62,0.0397
885,ASUS VIVOBOOK 15 X1502ZA-EJ542WS LAPTOP (12TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11),52990.0,12th Gen Intel Core i5 12500H ,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Iris Xe,2.0,3.2,1.2,0.1,6.5,0.1227
886,HP VICTUS 15-FA0555TX  LAPTOP (12TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11 HOME/ 4GB GRAPH),67990.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050,2.0,3.2,1.44,0.1,6.74,0.0991
887,MSI KATANA 15 B12UDXK-1017IN GAMING LAPTOP (12TH GEN CORE I7/ 8GB/ 512GB SSD/ WIN11 HOME/ 6GB GRAPH),82990.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",8 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 3050,2.0,1.6,2.16,0.1,5.86,0.0706
